customer_id,signup_date,last_activity_ts,plan_type,monthly_data_gb,avg_call_minutes,num_support_tickets_last_3m,num_dropped_calls_last_30d,payment_method,auto_pay,last_bill_amount,is_promo,city,region,device_type,contract_type,data_overage_gb_last_3m,intl_call_minutes_last_3m,complaints_last_3m,net_promoter_score,age,gender,churn
100439,2024-03-15 12:36:10.845278976,2025-07-09 13:30:53.092485632,Basic,6.511667807314991,141.51622330123035,1,2,credit_card,1,87.11635903289803,0,Alexandria,UpperEgypt,Android,two-year,0.0,17.319493533598845,0,1.0,69,M,0
100440,2024-12-22 21:27:57.403813632,2025-07-31 18:50:58.568221440,Basic,,202.21239888560137,2,0,credit_card,1,97.18272662730116,0,Ismailia,Delta,FeaturePhone,month-to-month,0.0,12.499118959633012,0,10.0,41,M,1
100441,2022-07-18 04:58:04.052404480,2025-05-15 18:08:22.659149568,Basic,20.979761880657264,221.37100023493986,0,3,cash,0,129.96630615688989,1,Suez,Giza,Android,month-to-month,1.8227826130790996,5.516904088191321,2,7.0,60,M,0
100442,2024-07-27 02:40:02.012263680,2025-05-19 14:54:39.085719552,Premium,13.2568922545616,313.5773625845315,1,0,credit_card,1,118.70346179661917,0,Mansoura,Giza,Android,month-to-month,0.0,37.98808280393285,1,6.0,34,M,0
100443,2022-09-04 12:20:08.203740672,2025-06-19 15:04:42.856071424,Premium,15.696079734312034,207.75115716891997,0,2,wallet,0,98.17211349003473,1,Alexandria,Cairo,Android,month-to-month,9.8102713303692,40.795124302876204,1,-7.0,51,F,1
100444,2022-12-12 18:12:51.157396480,2025-06-14 06:52:36.757753344,Basic,22.868539051116112,215.62141320420224,1,1,credit_card,0,130.98340657866262,0,Tanta,UpperEgypt,Android,two-year,0.0,0.0,0,6.0,32,F,0
100445,2024-06-25 13:09:32.984198656,2025-06-22 14:01:33.903086848,Standard,9.739378979548267,137.0405938279821,0,2,debit_card,0,98.58675214024032,0,Cairo,Delta,Android,month-to-month,1.3158813636834177,58.76310336338888,0,-4.0,54,F,0
100446,2025-06-05 17:18:58.491269376,2025-05-05 12:21:19.790550784,Basic,15.270813135048712,288.6725852778607,0,2,credit_card,0,118.41842700389837,0,Cairo,Giza,iOS,two-year,0.0,0.3433965304180795,0,7.0,42,M,0
100447,2024-02-20 22:35:18.369547008,2025-06-07 04:38:32.696079616,Standard,12.128671216924685,,3,0,credit_card,0,93.55081988590076,0,Cairo,Cairo,Android,one-year,0.0,39.71522745731392,0,-10.0,38,F,0
100448,2022-03-11 14:19:32.353871616,2025-06-23 15:12:57.609506816,Standard,36.83231094407717,197.67639720163228,2,0,debit_card,0,159.1775601355974,1,Ismailia,Delta,Android,month-to-month,0.06448718456947078,0.47582024959883995,0,-9.0,23,F,0
100449,2024-02-27 00:38:14.317220352,2025-06-23 20:06:09.013252864,Basic,25.07049720806199,229.23894204143227,0,1,credit_card,1,140.05419106200404,0,Cairo,Alex,Android,month-to-month,0.0,18.523445685054263,1,5.0,33,M,0
100450,2022-02-24 01:57:34.937384448,2025-06-30 11:23:36.195304448,Premium,13.308734023880291,340.15964015450106,0,2,debit_card,0,131.65284133753525,0,Asyut,Delta,iOS,month-to-month,0.0,0.0,1,-9.0,43,F,0
100451,2025-02-03 01:17:51.943092736,2025-07-06 06:14:13.171336448,Premium,12.88915711816755,169.60904733441254,1,2,debit_card,0,83.53302887944193,0,Alexandria,Giza,Android,month-to-month,0.0,16.78148454103616,1,-4.0,52,F,1
100452,2024-06-25 03:09:19.014349824,2025-06-29 00:32:10.409915648,Standard,39.01671321281148,182.66722951171232,0,3,credit_card,1,168.6983629360171,0,Suez,UpperEgypt,Android,month-to-month,0.0,24.975632934892253,1,-1.0,66,F,0
100453,2022-08-10 02:01:20.053764864,2025-07-12 16:51:24.793559552,Standard,37.35575297642431,350.18019579724967,1,2,debit_card,1,170.9497415677448,1,Giza,Cairo,Android,one-year,0.0,1.2670343124282297,0,-6.0,60,M,0
100454,2022-04-28 03:03:55.391400192,2025-06-27 11:28:17.332980992,Standard,20.905922763930086,256.06198624150863,1,2,credit_card,0,131.93282230468608,0,Luxor,Cairo,Android,one-year,0.0,37.86103341681723,0,5.0,49,M,0
100455,2022-08-23 08:55:35.035406336,2025-06-19 10:49:00.907975680,Basic,16.099520442298328,303.5803277369534,1,4,credit_card,0,125.3094839512695,0,Cairo,Delta,Android,month-to-month,0.0,41.13580217677111,0,2.0,46,M,0
100456,2025-06-05 11:52:22.796316928,2025-06-25 18:28:54.173943552,Basic,7.550212302741439,282.1401528004549,1,4,cash,0,95.22436830386393,0,Ismailia,Alex,Android,one-year,2.7961949393018033,97.65073834744153,0,,45,F,1
100457,2023-08-09 13:57:59.652243968,2025-05-10 07:26:05.833648896,Standard,9.922031077490871,,1,0,credit_card,1,104.57519489370601,1,Giza,Giza,Android,two-year,0.0,53.21739540551436,0,-5.0,69,F,0
100458,2024-09-28 06:30:46.457162752,2025-05-26 03:07:46.710918912,Basic,7.193476324962202,222.13607046811546,0,1,credit_card,0,99.31646359109078,0,Cairo,Delta,Android,month-to-month,4.334711032220927,59.410508951626525,1,-10.0,66,M,0
100459,2024-03-23 16:38:34.328109056,2025-06-18 12:29:55.376495360,Premium,28.492229777081214,316.5246417987055,1,3,debit_card,0,151.56646497918513,1,Cairo,Alex,iOS,month-to-month,0.0,0.0,1,-9.0,40,M,0
100460,2024-01-01 23:19:05.591756288,2025-07-20 07:33:20.777785088,Standard,7.624328339233363,342.98692542489243,1,1,debit_card,1,92.6622312532528,0,Suez,Alex,Android,month-to-month,2.9601909505565325,0.0,0,-5.0,50,M,1
100461,2022-07-05 07:57:07.361907968,2025-07-02 11:20:45.010621952,Standard,12.795509406533336,1108.8227925488104,0,2,wallet,1,127.06686286108403,1,Mansoura,Giza,Android,month-to-month,0.0,22.57523571430044,0,-6.0,39,F,0
100462,2025-04-23 01:45:26.829534464,2025-05-09 07:37:15.734157312,Basic,4.760482962318369,155.1622693081853,1,1,cash,0,84.04699320894227,0,Tanta,Delta,Android,month-to-month,2.476993489124309,74.67040751778413,1,2.0,50,M,0
100463,2023-01-20 19:32:56.404719872,2025-06-24 11:44:35.126092544,Premium,6.096906289713029,354.39288142754634,1,4,cash,0,105.19160532020234,0,Ismailia,Alex,Android,month-to-month,0.0,91.8590709797836,0,7.0,42,M,1
100464,2024-01-09 03:04:17.868250368,2025-05-21 09:35:50.916129792,Basic,23.423260402626642,221.3651796641884,2,0,debit_card,0,125.16693578003543,1,Alexandria,UpperEgypt,Android,one-year,0.0,12.811606601063769,1,-5.0,67,F,1
100465,2024-06-12 14:43:59.339156736,2025-07-07 12:42:30.830448640,Basic,19.21368445468705,189.59763699641326,0,2,credit_card,0,124.87746183071187,0,Asyut,Alex,Android,month-to-month,4.183008459197364,15.344430022609256,1,2.0,58,M,0
100466,2024-04-09 01:41:51.871049728,2025-07-16 02:59:21.848421632,Basic,,236.45378425852212,0,2,credit_card,0,131.0354998191487,0,Alexandria,Giza,Android,one-year,0.0,43.597347390306844,0,9.0,28,F,0
100467,2025-04-16 03:20:14.886053888,2025-06-24 14:21:05.219563264,Standard,12.930655831093347,316.49027481989856,1,3,cash,1,113.00518441773319,0,Cairo,Cairo,Android,month-to-month,0.0,25.071026108978216,0,-1.0,19,M,1
100468,2022-07-09 13:21:29.387051776,2025-06-24 09:43:43.112394240,Premium,5.589456611537155,293.237134722245,1,3,credit_card,1,94.05329659939149,1,Luxor,Giza,Android,month-to-month,0.0,25.701640056140302,0,-6.0,73,M,0
100469,2023-10-12 03:59:41.020518656,2025-06-01 03:36:35.663793920,Basic,11.955590837934107,229.56908705165858,2,1,credit_card,1,94.32436057043016,0,Mansoura,Delta,Android,month-to-month,0.23317355230490233,45.8724780102615,1,0.0,38,F,0
100470,2023-05-31 22:50:45.626722816,2025-06-11 01:19:12.168206848,Premium,,317.013269350238,0,2,debit_card,1,112.85104864899807,0,Ismailia,Giza,Android,month-to-month,6.547681138467007,97.88794989608814,0,-9.0,26,M,1
100471,2023-08-29 12:19:23.596259840,2025-07-19 11:57:04.482807296,Basic,22.58558065292192,261.1888464607548,0,0,cash,1,123.98628118731655,1,Tanta,Alex,Android,month-to-month,0.0,62.614333958386304,0,10.0,61,M,0
100472,2022-06-02 05:46:43.474470656,2025-07-06 13:05:28.646791680,Standard,27.671217170344228,204.16228275685006,1,2,debit_card,0,140.640851440718,0,Ismailia,Giza,Android,month-to-month,0.0,76.72816369141898,0,9.0,45,F,0
100473,2022-06-21 05:43:53.772169728,2025-06-17 19:36:57.890190336,Basic,23.812682831126814,,1,0,credit_card,1,126.14119319235023,0,Giza,UpperEgypt,Android,one-year,0.0,0.0,0,-10.0,50,F,0
100474,2022-12-22 02:27:33.577574144,2025-06-03 21:03:25.591810816,Standard,19.15164414803005,282.8187875537296,0,1,,0,129.14339117874943,0,Asyut,UpperEgypt,Android,month-to-month,0.0,56.86953693756004,0,-5.0,54,M,0
100475,2023-01-25 02:35:12.105822976,2025-05-05 15:14:18.463708160,Standard,16.282173480026824,243.39858113475188,0,2,credit_card,0,107.91008511428211,0,Mansoura,UpperEgypt,FeaturePhone,month-to-month,0.0,6.2532849478795285,0,-7.0,35,F,0
100476,2023-07-01 10:22:39.694461696,2025-05-14 03:45:37.231663104,Standard,18.139707328302805,622.4111174157888,1,3,,0,108.00477469532143,0,Luxor,Delta,Android,month-to-month,0.0,71.91121186885452,0,8.0,50,M,1
100477,2024-02-20 05:32:46.829682944,2025-05-18 18:11:58.626610432,Basic,11.497157810869659,317.77291944556026,0,1,credit_card,1,102.89189667139324,0,Mansoura,Alex,Android,month-to-month,4.700453134006873,63.93316331295473,0,8.0,56,F,0
100478,2024-03-21 10:06:47.486285568,2025-06-04 08:25:51.108654592,Premium,17.055825981050738,211.57799771004636,0,1,wallet,1,115.29793734521387,0,Suez,Cairo,iOS,month-to-month,0.0,45.09537064880145,0,,53,F,0
100479,2023-06-10 21:10:49.290796544,2025-07-26 20:40:09.021879808,Premium,14.715104650662207,377.36957183910357,0,1,wallet,1,111.46612441099387,0,Tanta,Cairo,Android,month-to-month,3.7604661140374525,11.427667117289047,2,1.0,70,M,0
100480,2023-06-07 00:23:05.055974400,2025-06-16 11:22:43.305053184,Standard,47.21861891741108,137.76080118762312,2,1,credit_card,1,183.03525387352832,1,Tanta,Alex,Android,month-to-month,0.0,17.904544681695377,1,3.0,40,F,0
100481,2022-10-05 21:52:44.710350592,2025-05-22 14:31:37.489714944,Standard,18.389626139635343,235.5433122887991,1,2,cash,1,117.29855434767623,0,Aswan,Delta,iOS,month-to-month,4.5663572969280795,19.92732310592282,1,10.0,47,M,0
100482,2024-01-22 06:24:35.644461312,2025-05-10 17:29:46.692654080,Standard,,194.0017852448618,1,2,,0,80.71037418586582,0,Aswan,Cairo,Android,two-year,7.54276624338297,49.058339189499094,0,7.0,61,M,1
100483,2023-02-09 20:40:11.460182784,2025-06-01 02:58:42.953964032,Basic,12.539712510805185,171.9661983698129,1,6,credit_card,0,85.32776772793092,0,Tanta,Alex,Android,one-year,0.0,40.09719416118308,1,,60,M,0
100484,2022-02-16 01:09:42.483357440,2025-07-15 01:07:59.675868160,Premium,13.820045460067913,211.05674265932987,0,2,credit_card,1,110.89351330758677,0,Cairo,UpperEgypt,Android,month-to-month,0.0,65.5008083585162,0,,75,F,0
100485,2023-06-19 07:07:28.391950080,2025-06-05 06:25:15.196261376,Basic,25.515863248027188,391.6454087229585,0,3,debit_card,1,150.56425585161523,1,Cairo,UpperEgypt,Android,month-to-month,0.0,70.27049735089201,1,5.0,29,F,0
100486,2023-08-29 11:13:05.614188544,2025-07-11 01:41:34.150910976,Standard,19.66188963401766,261.46961360636027,0,2,credit_card,0,127.03858716857503,0,Asyut,Alex,Android,two-year,0.38700414008223194,8.866058949644142,0,3.0,71,F,0
100487,2022-10-16 01:58:12.809001728,2025-07-13 20:22:21.314237440,Basic,19.130958493601394,186.6633568962057,0,2,debit_card,0,101.53313783500636,0,Cairo,Alex,iOS,month-to-month,9.11816742363197,41.879912847139394,1,2.0,45,M,1
100488,2024-01-02 00:41:26.643575552,2025-05-11 04:41:32.134181120,Basic,31.603665227984177,103.7097271730076,0,1,wallet,1,129.43826957738972,0,Aswan,Cairo,Android,month-to-month,4.4566893380774975,41.57590454149821,1,-6.0,30,M,1
100489,2023-12-24 11:46:37.935975168,2025-06-25 23:55:14.641679872,Standard,37.44660501162018,112.2909962921851,2,3,wallet,0,151.72437886937504,0,Ismailia,Cairo,Android,one-year,0.0,27.62440906532789,0,-10.0,34,F,0
100490,2024-06-15 10:57:46.248014336,2025-07-28 05:41:02.788524288,Standard,23.40499700333477,207.08294847050118,0,1,credit_card,1,140.2247884634682,0,Suez,Giza,iOS,month-to-month,0.0,53.54411584884166,1,0.0,38,M,0
100491,2024-04-07 10:19:30.297009664,2025-06-06 23:55:15.129793280,Premium,13.09258540418725,199.3049612689072,1,2,debit_card,1,106.8801304247996,0,Aswan,UpperEgypt,FeaturePhone,month-to-month,0.0,42.27433474877006,1,9.0,75,F,0
100492,2024-04-13 03:46:05.938523648,2025-05-05 16:29:04.374667264,Premium,13.317805812756571,232.07594350124117,0,1,credit_card,1,107.54110921313902,0,Alexandria,Cairo,Android,month-to-month,0.0,15.636054499561654,0,10.0,24,F,0
100493,2023-02-08 19:19:52.770371584,2025-07-24 22:39:08.424321792,Basic,1.2264038123208403,,1,1,credit_card,0,52.494073799726486,0,Aswan,Delta,Android,month-to-month,0.0,26.447071242025523,1,0.0,30,F,0
100494,2024-10-02 13:13:21.861931776,2025-07-21 07:08:06.538963200,Basic,29.495971368842035,242.66547239627732,0,1,wallet,1,139.1563560649429,0,Giza,Giza,Android,month-to-month,0.0,21.26947307393262,0,10.0,59,M,0
100495,2023-12-03 06:10:37.446826752,2025-06-18 00:53:17.935575040,Basic,13.294816358313312,332.21838201176865,1,0,wallet,0,118.67212062468386,0,Luxor,Cairo,iOS,month-to-month,0.0,11.812070628827165,0,-10.0,72,M,0
100496,2023-07-05 22:06:17.445143808,2025-06-20 19:22:29.602990336,Standard,15.677886106609185,379.8272997891356,0,2,credit_card,0,132.78295963093595,1,Cairo,Cairo,iOS,one-year,0.0,27.866953151702052,0,7.0,22,M,0
100497,2024-03-10 10:01:49.857173504,2025-05-20 11:31:27.677746688,Standard,12.385789321830584,98.44430816662884,2,0,credit_card,0,92.4806969329754,0,Asyut,Delta,iOS,month-to-month,0.0,0.0,0,-6.0,41,F,0
100498,2023-04-06 13:25:33.550433024,2025-07-15 09:20:50.165673216,Premium,8.457077147167896,185.88857926086757,1,2,credit_card,0,103.40800845870834,1,Tanta,Cairo,Android,month-to-month,0.0,41.84706616855926,0,-3.0,41,M,1
100499,2023-10-17 18:25:56.527348480,2025-06-15 20:54:31.985171200,Standard,,181.6612911220372,0,1,credit_card,0,175.9245968509009,0,Cairo,Alex,Android,month-to-month,8.917753707034215,65.10295943506146,0,-3.0,46,F,0
100500,2024-07-29 18:33:21.386171136,2025-05-04 02:48:07.818029056,Basic,15.736869006887728,261.657714202052,0,0,credit_card,1,116.9429034636241,0,Giza,UpperEgypt,Android,two-year,2.046221810044537,31.261780339131224,1,-6.0,62,F,0
100501,2025-02-05 22:28:32.420309504,2025-07-02 20:05:49.285821696,Standard,33.96344954302743,152.41820256988373,0,3,credit_card,0,136.6050463217337,0,Suez,Alex,Android,month-to-month,6.721635034750777,53.660694911596394,1,-4.0,48,F,1
100502,2025-03-22 04:33:39.537730816,2025-07-27 10:41:44.749407744,Standard,13.397318156837944,384.58105989813447,0,0,credit_card,0,123.63976554724617,0,Asyut,Giza,Android,month-to-month,0.0,33.88323878780166,2,1.0,26,F,1
100503,2023-10-06 03:20:30.807641856,2025-07-16 06:45:51.417660160,Standard,11.172780022059177,253.48179773485919,1,2,credit_card,0,115.03511553547625,0,Giza,UpperEgypt,Android,one-year,0.0,4.447378547938968,0,-10.0,32,F,0
100504,2023-10-27 09:23:30.179648256,2025-05-26 12:03:12.576905472,Basic,22.36200523187828,240.14829685606307,1,1,cash,1,121.58777170440709,0,Giza,Cairo,Android,month-to-month,8.902364275817863,80.17662856016747,2,-6.0,60,M,0
100505,2024-10-18 10:25:42.056724224,2025-05-05 21:44:30.435118080,Basic,27.609049860613805,377.4170987026222,1,3,cash,0,163.50138685749323,0,Aswan,Giza,Android,month-to-month,0.0,0.0,2,-5.0,31,F,0
100506,2023-02-06 13:17:05.282074624,2025-07-26 12:17:45.307983360,Standard,28.543803504424243,248.71619007333214,0,2,,1,157.75944573931784,0,Aswan,Cairo,iOS,month-to-month,0.0,30.257685060991722,0,-9.0,46,M,0
100507,2024-12-05 08:05:40.708146176,2025-07-26 05:02:04.187523840,Basic,14.65214188458853,282.0242725198951,2,1,credit_card,0,109.31507976480898,0,Tanta,Cairo,Android,two-year,0.0,10.786176499875044,1,8.0,39,F,0
100508,2023-09-24 00:27:11.456877568,2025-06-18 23:34:22.893333760,Standard,23.601009908726223,189.93613813663606,0,1,cash,1,131.7316561381033,1,Cairo,UpperEgypt,iOS,one-year,0.0,69.54232653275325,1,-1.0,43,M,0
100509,2022-05-28 22:46:36.794738176,2025-06-29 02:14:12.641894912,Basic,11.887726155116233,140.3598347956493,1,0,credit_card,1,106.39235282582439,0,Cairo,Giza,Android,month-to-month,0.6091001883940312,35.39920895001215,0,2.0,61,F,1
100510,2022-04-03 00:28:07.462169600,2025-06-12 13:25:15.362578176,Standard,16.936610968191978,201.17106947966153,0,0,wallet,1,114.30243566668244,0,Giza,Cairo,Android,two-year,0.0,93.88691926849559,0,2.0,32,M,0
100511,2024-12-11 05:24:28.554974720,2025-06-08 14:50:30.949994496,Standard,13.867229157925385,424.95806711558595,1,1,credit_card,1,133.45759958646514,1,Cairo,UpperEgypt,Android,one-year,0.0,30.900168015114915,0,-4.0,58,F,0
100512,2022-03-12 23:02:43.862503168,2025-05-11 23:44:31.727510016,Premium,12.699976449896832,300.64167586295645,0,1,wallet,1,97.62251383569368,0,Asyut,UpperEgypt,Android,month-to-month,0.0,10.97896046738121,0,-5.0,62,M,0
100513,2022-12-25 08:10:45.460647424,2025-05-09 21:37:49.438492672,Basic,17.322757074327455,271.962786968884,2,2,credit_card,0,125.28026359688616,0,Mansoura,Giza,iOS,month-to-month,5.269054028538551,0.0,0,-9.0,75,F,1
100514,2023-03-03 16:25:02.932648960,2025-05-22 09:52:21.287499776,Basic,8.320305894244068,601.2702222725763,0,1,cash,0,92.12767953828589,0,Alexandria,Alex,Android,month-to-month,0.0,57.66613512961248,0,7.0,44,M,1
100515,2022-08-09 21:56:01.522435072,2025-07-16 23:18:09.965036288,Basic,26.427359006005346,322.90006407870766,0,1,credit_card,1,137.7487073951978,0,Asyut,Delta,iOS,month-to-month,0.0,9.131742235915766,0,5.0,23,M,0
100516,2023-02-05 20:12:14.391688704,2025-05-14 09:59:51.792087808,Standard,12.729619018338118,141.38453805489667,1,0,cash,1,88.24787211957323,0,Suez,Alex,iOS,one-year,0.0,19.50478480639582,1,,56,F,0
100517,2024-08-06 10:02:30.425965568,2025-05-21 20:33:02.244339712,Basic,,124.63548402540951,0,0,debit_card,1,131.72845573289408,1,Giza,Delta,Android,month-to-month,0.0,60.70267597404876,0,5.0,62,F,0
100518,2022-01-19 17:59:59.241944576,2025-06-20 11:20:23.434740224,Standard,9.409404999770992,205.28903016946833,0,5,credit_card,0,91.63072028183852,0,Aswan,Giza,Android,month-to-month,0.0,56.33413794496609,0,6.0,19,M,0
100519,2024-11-22 07:12:40.012955904,2025-05-20 19:00:35.026260736,Basic,12.704221118734655,406.3592729569158,1,0,cash,0,131.29198720428266,0,Giza,UpperEgypt,Android,month-to-month,0.0,14.759134835853766,0,-10.0,29,F,1
100520,2024-12-29 19:29:01.775446784,2025-05-16 00:21:37.295484672,Basic,8.303051388646232,401.83153859140896,1,2,credit_card,1,113.42659777480006,0,Asyut,Alex,Android,month-to-month,0.0,18.649789660981497,0,4.0,37,F,0
100521,2023-04-21 09:04:21.702628352,2025-06-21 19:48:08.142008832,Standard,8.111955604693927,213.9010457399565,0,0,debit_card,1,92.12163811806865,0,Mansoura,Cairo,Android,two-year,0.0,0.0,0,10.0,47,F,0
100522,2022-07-16 03:55:41.269477120,2025-06-03 20:44:59.792497920,Standard,10.165131885169833,196.06407854416125,0,2,credit_card,0,93.6556453015566,0,Giza,Delta,Android,month-to-month,0.0,0.0,0,7.0,47,M,0
100523,2024-02-07 06:33:24.561722880,2025-06-27 14:33:34.931288832,Premium,9.497085053405558,118.77103675521761,0,2,cash,0,87.96127336451177,0,Ismailia,Cairo,iOS,month-to-month,0.0,49.09245129104094,0,-5.0,29,F,0
100524,2022-06-02 19:43:28.171730176,2025-07-23 22:08:57.809840384,Standard,,256.24245804160677,0,3,wallet,1,102.91275549020537,0,Giza,UpperEgypt,Android,one-year,0.0,51.851041231082334,0,2.0,29,M,0
100525,2023-04-12 00:02:54.881974784,2025-05-14 21:23:34.203151104,Standard,16.3082521071215,262.96102015904955,0,1,debit_card,1,121.33753782787649,0,Suez,UpperEgypt,iOS,one-year,6.434557572974951,38.93024514908923,0,-5.0,72,F,0
100526,2025-05-08 21:56:15.130510848,2025-07-24 00:51:41.475121920,Standard,22.13105074614209,313.164500335753,0,0,cash,1,133.26000761565868,0,Mansoura,Cairo,Android,month-to-month,0.0,34.680618713572905,1,-8.0,59,M,0
100527,2025-06-25 04:59:42.560675840,2025-07-23 00:41:52.253051392,Standard,22.744210313888992,322.8566010660131,0,0,wallet,0,149.06168231164597,1,Aswan,Alex,Android,month-to-month,4.489684595420002,12.345835446323015,1,,47,F,1
100528,2024-09-12 23:28:14.556847104,2025-07-16 06:37:31.382420480,Basic,5.309351803463198,234.20624658682937,0,0,debit_card,0,91.95555808303614,0,Suez,Giza,iOS,one-year,0.0,66.70331743347485,0,-3.0,37,M,0
100529,2023-02-02 02:20:54.081785856,2025-06-28 01:52:45.499482624,Standard,13.817672417816562,294.48222998076676,0,6,credit_card,0,117.07427517573961,0,Tanta,Cairo,Android,month-to-month,3.6056198796227172,0.0,0,10.0,45,M,1
100530,2024-05-28 03:33:30.336632832,2025-06-27 01:17:01.750862080,Standard,13.053319650018885,193.94889057227712,0,0,debit_card,1,102.76176560157357,0,Aswan,Delta,Android,one-year,0.0,18.287659753974474,1,-1.0,74,F,0
100531,2024-06-19 19:17:39.441674496,2025-06-28 19:22:53.591303424,Basic,31.89826037984741,292.9634026688549,0,0,credit_card,0,163.04238773121176,0,Tanta,Cairo,iOS,one-year,0.0,34.017534809667104,0,7.0,35,F,0
100532,2023-05-11 06:34:20.184151808,2025-07-03 12:36:51.037520128,Standard,14.11790023798638,209.4214337452353,2,1,debit_card,0,91.58346245168879,0,Aswan,Cairo,iOS,one-year,0.0,29.98969029399893,0,10.0,37,F,0
100533,2024-03-29 09:57:17.542067712,2025-05-02 12:23:33.716098816,Standard,15.56627727917246,286.756681277355,0,1,credit_card,0,119.52183552071654,0,Alexandria,UpperEgypt,Android,two-year,0.0,29.948778217152622,0,3.0,44,F,0
100534,2022-01-14 16:46:51.107572224,2025-07-28 03:28:06.293232128,Standard,6.609660744779693,280.2801060228292,2,3,cash,0,107.67362590076061,0,Tanta,Giza,iOS,two-year,0.0,17.018768284693973,0,0.0,28,M,0
100535,2022-09-24 23:11:56.835029248,2025-06-23 21:00:47.179137792,Basic,,255.50429005560514,0,1,debit_card,1,102.32937537565387,0,Giza,UpperEgypt,Android,month-to-month,0.0,43.522686238691946,0,0.0,24,F,0
100536,2023-11-02 12:54:22.713626112,2025-07-11 21:28:35.664241920,Standard,6.350829067470476,313.56317745274833,3,2,,0,97.9012089636068,0,Tanta,Alex,Android,one-year,1.2716345165586138,0.0,0,6.0,69,M,1
100537,2022-07-29 02:38:59.902469632,2025-06-04 17:02:17.882330880,Premium,16.88385612089703,124.36807429114516,2,5,credit_card,1,99.87937328757785,0,Cairo,Alex,Android,one-year,0.0,26.39986467539176,1,-4.0,57,M,0
100538,2022-07-31 20:42:49.272047872,2025-05-02 03:22:22.973974016,Basic,32.428012695844146,164.80670254232479,0,0,,1,151.49252023557852,0,Tanta,Alex,Android,month-to-month,0.0,40.79752504210137,0,-1.0,37,M,0
100539,2024-12-03 23:03:14.028421376,2025-06-16 21:29:38.864425984,Basic,,228.39522611575725,1,5,cash,0,96.81282065419711,0,Ismailia,Giza,Android,two-year,4.3028994954618245,21.68674835137258,0,-3.0,51,M,1
100540,2025-06-17 02:56:53.758489600,2025-06-16 15:52:32.820418304,Basic,14.18135045510404,134.53892898613418,0,0,debit_card,1,109.38166729549823,0,Mansoura,Giza,Android,two-year,0.0,30.119674458220334,0,-5.0,46,M,0
100541,2023-12-11 23:21:03.708777216,2025-06-10 04:52:20.454930176,Basic,9.532590679721851,217.45083883562359,0,2,wallet,1,88.66760305208707,0,Tanta,Delta,Android,one-year,0.0,35.387853936240035,0,-4.0,23,M,0
100542,2024-12-07 11:48:32.803425792,2025-06-01 06:05:42.920123648,Premium,11.348466610709755,220.029576393796,0,2,debit_card,1,96.75568469201772,0,Ismailia,Delta,iOS,month-to-month,0.0,0.0,0,-8.0,61,F,0
100543,2025-06-18 15:22:42.125777664,2025-05-23 23:36:57.606781952,Standard,17.076907640881053,354.7747029333355,0,3,credit_card,1,123.36271494029128,0,Cairo,Cairo,iOS,month-to-month,0.0,0.0,0,,23,F,1
100544,2022-06-30 19:37:50.854280960,2025-06-18 12:49:08.698403072,Basic,40.38377625981734,261.402696183317,1,1,debit_card,1,191.77634297756643,0,Aswan,Giza,iOS,two-year,0.6342974347415669,33.34821905647648,0,8.0,51,M,0
100545,2023-07-27 09:49:53.598069760,2025-06-04 12:36:50.876795648,Basic,31.594998371028822,332.35436608511026,1,4,cash,1,160.7048072431839,1,Asyut,UpperEgypt,Android,two-year,0.0,14.79044804011332,1,4.0,34,M,0
100546,2023-05-17 07:34:06.942443264,2025-07-29 05:36:34.551986176,Premium,36.440454686979294,274.1339775047775,3,1,credit_card,1,164.12991476495466,0,Mansoura,Alex,iOS,month-to-month,0.0,16.299455025545797,0,5.0,43,M,0
100547,2022-04-13 05:21:01.602677760,2025-05-16 21:49:24.583977728,Basic,25.89379760631584,207.14661830143478,0,0,debit_card,0,118.72439948229591,0,Alexandria,Giza,Android,month-to-month,1.937609401247411,44.225182856161496,0,-2.0,45,F,0
100548,2024-08-22 13:21:32.888928000,2025-05-30 09:49:17.663954176,Standard,14.076567524347116,260.697344619721,2,4,credit_card,1,103.97017738855169,0,Asyut,Giza,Android,one-year,0.0,5.2790473380767935,0,1.0,43,M,0
100549,2023-07-08 22:27:34.665778176,2025-05-28 01:03:52.991285248,Basic,13.013614465194811,308.35410671457385,1,0,credit_card,1,117.59252638158526,0,Tanta,Cairo,Android,month-to-month,0.14248892024992332,0.0,0,10.0,30,F,1
100550,2023-08-23 07:55:54.764642816,2025-06-19 23:37:35.980064512,Basic,10.249926747477875,345.47210611540646,0,0,credit_card,0,114.36303341296605,0,Mansoura,UpperEgypt,Android,one-year,0.0,71.42571959169757,0,-9.0,22,M,0
100551,2022-07-12 09:49:31.085141504,2025-06-15 22:24:38.906636032,Standard,2.763287599784521,239.41519496524532,1,2,debit_card,0,75.64011263635734,0,Aswan,Giza,Android,two-year,0.0,60.246086992231625,0,-7.0,25,F,0
100552,2022-08-20 01:02:24.135257856,2025-06-29 05:22:44.211564544,Basic,13.95154615527324,118.19914849176448,0,2,cash,1,91.93353304029488,0,Mansoura,Giza,Android,month-to-month,0.0,59.92923702425915,2,,60,F,0
100553,2025-03-04 08:54:42.522637056,2025-07-27 09:36:14.073940224,Standard,32.66838296887049,112.57581940624786,1,1,credit_card,0,157.80750790731832,0,Ismailia,Cairo,FeaturePhone,one-year,0.0,1.981310604480992,0,-9.0,23,M,0
